District,MSOA21,MSOACD21,Topic,Indicator,Measure,Source,JSNA Chapter link,Value,Lower CI,Upper CI
New Forest,New Forest 009,E02004787,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.024096386,3.68431491,9.700143074
Fareham,Fareham 009,E02004735,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.028368794,3.797533739,9.441084261
Rushmoor,Rushmoor 009,E02004810,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.039076377,4.353502381,8.320492738
Eastleigh,Eastleigh 009,E02004720,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.060606061,4.32542837,8.430526942
New Forest,New Forest 002,E02004780,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.071428571,3.824906073,9.506993706
Eastleigh,Eastleigh 010,E02004721,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.075949367,4.613171004,7.963831333
Fareham,Fareham 002,E02004728,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.075949367,4.116678232,8.881333302
Basingstoke and Deane,Basingstoke and Deane 006,E02004680,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.07966457,4.266085178,8.595006079
Rushmoor,Rushmoor 008,E02004809,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.090909091,4.824586944,7.662845713
East Hampshire,East Hampshire 017,E02006838,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.094022055,5.297587929,6.976378304
Basingstoke and Deane,Basingstoke and Deane 011,E02004685,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.097560976,4.163934459,8.84623107
Winchester,Winchester 004,E02004832,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.102721725,5.401422175,6.869786013
New Forest,New Forest 010,E02004788,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.117956488,5.325640051,6.994902605
New Forest,New Forest 021,E02004799,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.123331092,5.394737098,6.922879125
Winchester,Winchester 013,E02004841,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.129032258,4.497661631,8.300695659
New Forest,New Forest 019,E02004797,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.134969325,4.006205498,9.285470745
East Hampshire,East Hampshire 010,E02004706,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.142198155,5.397072773,6.961431384
Test Valley,Test Valley 010,E02004823,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.162464986,4.104479954,9.153824393
Test Valley,Test Valley 008,E02004821,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.163029575,5.242245819,7.198958133
Winchester,Winchester 008,E02004836,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.183215272,5.367594423,7.087727609
East Hampshire,East Hampshire 012,E02004708,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.203473945,4.236868527,8.99714626
Basingstoke and Deane,Basingstoke and Deane 017,E02004691,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.204607763,5.470511547,7.009755453
Fareham,Fareham 001,E02004727,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.220095694,4.279779558,8.957766836
New Forest,New Forest 007,E02004785,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.299212598,3.226168842,11.93833559
Test Valley,Test Valley 013,E02004826,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.32183908,4.53659949,8.745247662
New Forest,New Forest 001,E02004779,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.325721025,5.683833275,7.020247576
Basingstoke and Deane,Basingstoke and Deane 005,E02004679,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.334231806,4.796640667,8.321624303
Basingstoke and Deane,Basingstoke and Deane 015,E02004689,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.337881831,5.452803548,7.325666143
Gosport,Gosport 006,E02004746,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.384940587,5.74831736,7.072797553
Gosport,Gosport 005,E02004745,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.404958678,4.548623111,8.947863838
Winchester,Winchester 002,E02004830,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.41509434,4.043497135,10.03225554
Fareham,Fareham 004,E02004730,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.440677966,4.161692129,9.839530789
Eastleigh,Eastleigh 005,E02004716,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.473214286,4.544556453,9.141982844
Basingstoke and Deane,Basingstoke and Deane 003,E02004677,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.477732794,4.02626151,10.26222931
Test Valley,Test Valley 007,E02004820,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.484641638,4.190369113,9.905188491
Winchester,Winchester 006,E02004834,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.486486486,4.397307264,9.469923777
Fareham,Fareham 012,E02004738,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.488549618,4.09024865,10.14434779
Basingstoke and Deane,Basingstoke and Deane 013,E02004687,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.507592191,4.596089348,9.137939235
Havant,Havant 013,E02004774,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.552911076,5.889790193,7.27025232
Winchester,Winchester 005,E02004833,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.557377049,4.445798151,9.571413166
Basingstoke and Deane,Basingstoke and Deane 003,E02004677,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.573930422,5.784187968,7.441387329
Fareham,Fareham 004,E02004730,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.593260223,5.864637888,7.387380718
Eastleigh,Eastleigh 011,E02004722,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.600660066,4.313203911,9.97478018
Basingstoke and Deane,Basingstoke and Deane 017,E02004691,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.614785992,4.17061788,10.33683772
Test Valley,Test Valley 016,E02007076,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.637168142,4.997103912,8.765840187
Gosport,Gosport 002,E02004742,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.666666667,4.356751555,10.07230595
New Forest,New Forest 011,E02004789,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.695464363,4.756690031,9.346911433
Rushmoor,Rushmoor 004,E02004805,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.698564593,4.674856664,9.510913267
Test Valley,Test Valley 015,E02004828,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.705539359,4.509478695,9.860619675
East Hampshire,East Hampshire 004,E02004700,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.725663717,4.938993849,9.096807794
New Forest,New Forest 009,E02004787,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.751100429,5.940074107,7.641935641
Winchester,Winchester 005,E02004833,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.75405061,6.08416946,7.477538061
East Hampshire,East Hampshire 001,E02004697,Births and Deaths,Crude birth rate 2019-2023,"Crude birth rate per 1,000",Data source: Live births for small areas (NOMIS) and HCC population forecasts,JSNA Chapter Link: Births and Deaths,6.771366792,5.938318233,7.688542492
Basingstoke and Deane,Basingstoke and Deane 004,E02004678,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.779661017,4.431318836,10.23915527
Test Valley,Test Valley 001,E02004814,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.779661017,4.431318836,10.23915527
Havant,Havant 010,E02004771,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.782945736,4.91727027,9.287341072
Basingstoke and Deane,Basingstoke and Deane 019,E02004693,Births and Deaths,% low birthweight 2019-2023,% of all births with low birthweight,Data source: Civil Registrations,JSNA Chapter Link: Births and Deaths,6.801007557,4.715833,9.714176059
