indicator_id,indicator_label,area_code,area_name,area_type,sex,age,year,value,lower_ci,upper_ci,count,denominator,compared_to_england
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2016,81.22304,61.51351,105.19472,58,93526,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2016 - 18,94.63369,77.20844,114.79571,104,141932,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2016 - 18,53.75878,40.8506,69.43198,59,138335,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2016 - 18,73.95244,62.97316,86.28662,163,280267,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2017,64.86506,41.36934,96.76073,24,47374,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2017,35.5794,19.25979,59.96195,14,46237,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2017,50.06271,35.29725,68.87699,38,93611,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2017 - 19,80.83602,65.00877,99.31994,92,141629,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2017 - 19,40.16763,29.3469,53.65178,46,138277,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2017 - 19,60.14784,50.46229,71.13979,138,279906,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2018,118.17031,85.60942,158.94879,44,47144,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2018,62.52641,39.59005,93.87045,23,45986,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2018,89.99347,69.65756,114.38973,67,93130,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2018 - 20,88.06688,71.47054,107.32574,100,141465,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2018 - 20,42.28973,31.24048,55.96392,49,138191,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2018 - 20,64.5125,54.50224,75.8187,149,279656,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2019,59.37161,37.65921,88.84639,24,47111,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2019,40.48715,27.7318,57.03355,33,93165,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2019 - 21,85.73726,69.32363,104.82795,97,141342,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2019 - 21,36.9485,26.80929,49.64659,44,138356,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2019 - 21,60.41989,50.79144,71.33217,141,279698,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2020,86.45473,58.85806,122.39971,32,47210,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2020,42.54746,24.68129,68.2558,17,46151,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2020,63.66742,46.99516,84.30047,49,93361,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2020 - 22,91.6946901555862,74.5913118936117,111.512663048306,102,141572,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2020 - 22,59.5137483878923,46.5122493226422,75.0103818122091,72,138614,Worse
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2020 - 22,74.815264387996,64.0421002639983,86.8725037385456,174,280186,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2021,110.65013,79.03753,150.56555,41,47021,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2021,45.30232,26.80689,71.64141,18,46151,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2021,76.58914,58.1986,98.91907,59,93172,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2021 - 23,95.7898373447201,78.2373356603511,116.070846627654,106,142702,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2021 - 23,62.7395632487082,49.3778411205367,78.590594855518,76,139679,Worse
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2021 - 23,78.5314298861723,67.4620299861844,90.8890836170914,182,282381,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2022,78.1949720119023,52.0429785804564,112.720401936007,29,47341,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2022,89.7668171024532,63.0496417503141,123.922089270495,37,46312,Worse
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2022,83.6722984560581,64.5483190640327,106.646455907645,66,93653,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2022 - 24,88.7534194853397,71.7433826817937,108.537777999426,97,144996,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2022 - 24,59.8762655129487,46.855885758616,75.3765457408654,73,141843,Worse
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2022 - 24,73.42836846384,62.7134732820665,85.4362850616356,170,286839,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2023,97.6006800147362,67.9481221603155,135.638467988373,36,48340,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2023,52.87491176992,32.6596940027335,80.9095509027704,21,47216,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2023,74.8842787806759,56.5802043363227,97.1850133400496,57,95556,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2023 - 25,85.241973243511,68.6291868495461,104.610887931933,94,145202.5,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2023 - 25,48.7639288585042,37.0465279918401,62.9912868988281,59,141793.824,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2023 - 25,66.2401026437107,56.0701010593281,77.708232035575,153,286996.324,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2024,91.048310067356,61.78389047356,129.165556678215,32,49315,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2024,37.6297644828774,20.9168227042811,62.2580839004954,15,48315,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2024,62.025378309578,45.408195401901,82.6836033673367,47,97630,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Male,<75 yrs,2025,67.8854790291947,43.9702638817275,99.9594802425883,26,47547.5,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Female,<75 yrs,2025,55.8346823883603,35.2257633936812,83.9981261994812,23,46262.824,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000092,Rushmoor,district,Persons,<75 yrs,2025,61.9272177084085,45.6528812428425,82.0678110469331,49,93810.324,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2001,190.08936,149.53336,238.16256,76.711,51236,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2001,75.49246,50.9671,107.64531,30.49757,50911,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2001,132.09391,108.08395,159.81338,107.20857,102147,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2001 - 03,167.54565,145.26548,192.24425,207.583,154210,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2001 - 03,72.97509,58.76645,89.55917,92.68062,153607,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2001 - 03,119.34632,106.09991,133.7767,300.26362,307817,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2002,155.19827,118.76973,199.19427,62.361,51328,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2002,71.34944,48.09707,101.82708,30.54387,51137,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2002,112.51022,90.61539,138.0607,92.90487,102465,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2002 - 04,147.40362,126.6902,170.50324,185.525,154861,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2002 - 04,71.19835,57.32526,87.39016,92.72692,154718,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2002 - 04,108.46903,95.96549,122.13565,278.25192,309579,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2003,158.84752,122.89076,201.89592,68.511,51646,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2003,71.51872,48.57209,101.45238,31.63919,51559,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2003,113.85967,92.37602,138.78709,100.15019,103205,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2003 - 05,130.61219,111.53212,151.98546,171.298,155685,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2003 - 05,63.99915,50.95741,79.33596,84.35048,155931,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2003 - 05,96.65237,85.03709,109.39729,255.64848,311616,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2004,128.57512,96.32507,168.03354,54.653,51887,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2004,70.95549,47.89425,101.1826,30.54387,52022,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2004,99.35404,79.17316,123.06705,85.19687,103909,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2004 - 06,109.81977,92.48378,129.43385,144.894,156340,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2004 - 06,61.95039,49.19123,76.98458,82.34502,157010,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2004 - 06,85.47517,74.620590000000007,97.45299,227.23902,313350,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2005,106.49066,78.27655,141.47484,48.134,52152,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2005,50.64439,31.61652,76.80052,22.16743,52350,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2005,78.16375,60.80017,98.90362,70.30143,104502,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2005 - 07,107.74297,90.87533,126.81026,146.985,157026,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2005 - 07,51.79888,40.37472,65.42673,71.33075,157983,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2005 - 07,79.34986,69.08004,90.70511,218.31575,315009,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2006,95.7293,68.79353,129.63379,42.107,52301,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2006,64.52611,43.22011,92.56919,29.63373,52638,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2006,79.73731,62.20776,100.63765,71.74073,104939,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2006 - 08,105.27902,88.793,123.91685,146.739,157736,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2006 - 08,47.22899,36.63388,59.90838,68.8318,158932,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2006 - 08,75.79354,65.92563,86.71141,215.5708,316668,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2007,120.62304,91.02229,156.70324,56.744,52573,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2007,40.42232,24.35626,62.97707,19.5296,52995,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2007,79.96233,62.8674,100.23581,76.2736,105568,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2007 - 09,99.38081,83.78295,117.0185,146.206,158243,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2007 - 09,36.95502,27.83344,48.08895,55.95096,159602,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2007 - 09,67.68161,58.59191,77.77189,202.15696,317845,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2008,99.3094,72.97041,131.98669,47.888,52862,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2008,37.68718,22.76704,58.60778,19.66848,53299,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2008,68.05236,52.66141,86.50236,67.55648,106161,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2008 - 10,83.85308,69.83707,99.83738,128.002,158483,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2008 - 10,36.56345,27.5484,47.56918,55.85837,160077,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2008 - 10,59.77895,51.38192,69.14797,183.86037,318560,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2009,79.40662,56.90293,107.77444,41.574,52808,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2009,33.2541,19.20454,53.52538,16.75288,53308,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2009,55.88905,42.3537,72.34229,58.32688,106116,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2009 - 11,84.55631,70.58765,100.46148,131.114,158606,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2009 - 11,39.01722,29.64163,50.40407,58.84489,160612,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2009 - 11,61.30674,52.83289,70.74464,189.95889,319218,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2010,73.8241,52.22493,101.29865,38.54,52813,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2010,38.86597,23.47307,60.49335,19.43701,53470,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2010,55.95344,42.38881,72.45206,57.97701,106283,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2010 - 12,88.25414,73.95995,104.48736,136.54,158970,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2010 - 12,41.45533,31.91184,52.94062,64.74701,161403,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2010 - 12,64.35105,55.70236,73.95395,201.28701,320373,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2011,100.2519,74.40982,132.09734,51,52985,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2011,44.70938,28.11489,67.44125,22.655,53834,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2011,71.93058,56.31794,90.5023,73.655,106819,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2011 - 13,88.99143,74.73793,105.15271,140,159946,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2011 - 13,39.50622,30.3545,50.53159,64.025,162680,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2011 - 13,63.65683,55.15282,73.09239,204.025,322626,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2012,89.97141,65.85783,119.94903,47,53172,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2012,40.72391,25.56849,61.48447,22.655,54099,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2012,64.73682,50.29363,82.00274,69.655,107271,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2012 - 14,75.31956,62.44014,90.05494,122,161238,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2012 - 14,34.15506,25.83938,44.27995,57.37,164281,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2012 - 14,54.12136,46.43413,62.71017,179.37,325519,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2013,76.26761,54.76457,103.34183,42,53789,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2013,33.65655,20.0658,52.87784,18.715,54747,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2013,54.34954,41.43595,69.98572,60.715,108536,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2013 - 15,68.33325,56.29707,82.16838,114,163111,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2013 - 15,36.61092,28.07634,46.91288,62.715,166347,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2013 - 15,52.03295,44.60567,60.33825,176.715,329458,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2014,60.54751,41.54662,85.19571,33,54277,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2014,28.38757,16.19252,46.13567,16,55435,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2014,43.9351,32.44438,58.15564,49,109712,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2014 - 16,63.35584,51.87976,76.60683,107,165169,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2014 - 16,39.21689,30.59733,49.5034,71,168645,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2014 - 16,50.95853,43.723,59.04612,178,333814,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2015,68.44177,48.60068,93.64378,39,55045,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2015,47.42878,31.44417,68.63653,28,56165,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2015,57.76786,44.72311,73.41718,67,111210,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2015 - 17,71.78382,59.67821,85.61869,124,167071,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2015 - 17,39.89117,31.35634,50.02764,75,170557,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2015 - 17,55.48372,48.0251,63.77023,199,337628,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2016,61.18324,42.56361,85.15355,35,55847,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2016,42.29648,27.8304,61.59044,27,57045,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2016,51.43563,39.40347,65.97533,62,112892,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2016 - 18,74.53663,62.29814,88.47257,131,168716,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2016 - 18,35.11422,27.20017,44.60843,67,172090,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2016 - 18,54.34732,47.02643,62.48298,198,340806,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2017,86.00982,63.79067,113.44815,50,56179,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2017,31.34682,19.12526,48.43484,20,57347,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2017,58.05208,45.22402,73.38041,70,113526,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2017 - 19,81.03228,68.26351,95.49083,143,169883,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2017 - 19,32.68146,25.08963,41.8415,63,173086,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2017 - 19,56.26044,48.81721,64.51488,206,342969,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2018,77.03731,56.33554,102.83462,46,56690,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2018,31.02118,18.89397,47.97728,20,57698,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2018,53.4222,41.27369,68.01654,66,114388,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2018 - 20,78.57725,66.10504,92.71247,141,171151,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2018 - 20,31.25298,23.873169999999998,40.18467,61,174188,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2018 - 20,54.36648,47.10108,62.43198,202,345339,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2019,80.31666,58.93574,106.89708,47,57014,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2019,35.39724,22.36806,53.20247,23,58041,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2019,57.34973,44.64949,72.52532,70,115055,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2019 - 21,79.52464,67.03055,93.66601,144,172700,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2019 - 21,28.69599,21.6435,37.3036,56,175933,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2019 - 21,53.47022,46.29135,61.44382,200,348633,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2020,78.06446,57.5083,103.56086,48,57447,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2020,27.1935,16.06108,43.04703,18,58449,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2020,52.09958,40.25851,66.32458,66,115896,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2020 - 22,85.8323537063113,72.8638268878526,100.439160073958,156,174199,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2020 - 22,29.9592284241967,22.7833305868189,38.672258639252,59,177829,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2020 - 22,57.2145871413821,49.8042963311054,65.4144458761837,215,352028,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2021,80.2814,59.33057,106.20946000000001,49,58239,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2021,23.47436,13.08872,38.77871,15,59443,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2021,51.03307,39.26288,65.21353,64,117682,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2021 - 23,84.0420862714795,71.2321374210218,98.4871332757793,153,175743,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2021 - 23,34.1179800745678,26.3688516664197,43.4272191462015,66,179625,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Persons,<75 yrs,2021 - 23,58.4576287818726,50.9589671119004,66.7475325242266,219,355368,Better
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Male,<75 yrs,2022,97.9895881212786,74.5510549932599,126.44883488999,59,58513,Similar
40401,Under 75 mortality rate from cardiovascular disease,E07000093,Test Valley,district,Female,<75 yrs,2022,39.6165678898717,25.8537543195947,58.0746288536061,26,59937,Similar
